artist,song,link,text
And you're the one to blame  
  
[Chorus]  
  
The reason why  
I, I, I, I smile, oh oh oh  
The reason why  
I, I, I, I smile, oh oh oh  
  
You know that I'm a crazy bitch  
I do what I want when I feel like it  
All I wanna do is lose control  
You know that I'm a crazy bitch  
I do what I want when I feel like it  
All I wanna do is lose control  
  
[Chorus]  
  
The reason why  
I, I, I, I smile, oh oh oh  
The reason, the reason why  
I, I, I, I smile, oh oh oh  
  
The reason why  
I, I, I, I smile, oh oh oh

"

Avril Lavigne,So Damn Hard,/a/avril+lavigne/so+damn+hard_20517884.html,"I woke up this morning  
Knowing it had to end  
That useless calling  
Don't you know it drives me round the bend  
  
If honesty speaks truth  
I've said to many lies  
I'm tied up just let me loose  
I just can't decide  
  
'cause i wanted someone to come along  
And make me feel too damn good  
But baby you're average and I've had to much of that kind  
And I don't think I should  
And I just wish  
  
[CHORUS]  
You would  
Not be  
So good  
To me  
Then I  
Wouldn't  
Guess I  
Shouldn't  
And then  
Breaking us apart  
Wouldn't be so hard  
  
Stop making  
Doing  
This  
So damn  
Hard . . .

"

Avril Lavigne,Sometimes,/a/avril+lavigne/sometimes_20517883.html,"Oh, how I wish that they would last  
Moments of peace that just slip through me so fast  
Just when I think that they are gonna stay  
Everything inside me just starts fading away  
  
Sometimes it seems like all I hope for  
Just gets thrown down on the floor  
And then it seems like you don't love me anymore  
Sometimes I wish that I could run away  
Sometimes I wish I just had something to say  
  
He looks at me and doesn't know the words to say  
But it's not you, I just don't feel quite right today  
All these things I say and do were never planned  
But how the fuck am I supposed to make you understand that  
  
Sometimes it seems like all I hope for  
Just gets thrown down on the floor  
And then it seems like you don't love me anymore  
Sometimes I wish that I could run away  
Sometimes I wish I just had something to say

"

Avril Lavigne,Stay (Be The One),/a/avril+lavigne/stay+be+the+one_20517882.html,"I saw you last night,  
Down at the mere  
I saw your hands were playing gently with her hair  
I see you and I, in my mirror  
I close my eyes and wish that you could be here  
It's my fantasy to have you holding me, baby  
Going privately crazy  
Do you know what you do with me  
  
[Chrous]  
Stay, make my blue moon bright for a change  
Make my dreams end right  
Don't stay, afraid  
Be the one  
  
(yea, eyeyey)  
  
Get out of my head, get into my heart  
Be for real, are you fictional or real,  
I made up this lie, I made up this life  
When I'm alone it's like you're right here by my side  
It's my fantasy to have you here with me, baby  
Going privately crazy  
If you came I know just what I'd say  
  
Stay, make my blue moon bright for a change  
Make my world turn right  
Don't stay, afraid  
Be the one  
  
(heye, yeyeyeye)  
  
It's my fantasy to have you all to me, baby  
I'm going privately crazy  
Do you know what you do with me  
  
Stay, make my blue moon bright for a change  
Make my dreams end right  
Don't stay, afraid  
Be the one

"

Avril Lavigne,Stop Standing There,/a/avril+lavigne/stop+standing+there_20899406.html,"All this talking to you  
I don't know what I'm to do  
I don't know where you stand  
What's inside of your head  
  
All this thinkin' of you  
Is that what you're doin' too  
You're always on my mind  
I talk about you all of the time  
  
Don't waste another day  
Don't waste another minute  
I can't wait to see your face  
Just to show you how much I'm in it  
So open up your heart  
Help me understand  
Please tell me who you are  
So I could show you who I am  
  
You're just standing by  
You're just wasting time  
Why don't you just tell me the truth about me and you  
And as the time goes by  
I hope you realize  
If you ask me to  
I just might be with you  
  
So don't waste another day  
Don't waste another minute  
I can't wait to see your face  
Just to show you how much I'm in it  
Open up your heart  
Help me understand  
Please tell me who you are  
So I could show you who I am  
  
Stop standing there, standing there  
And stop acting like you don't care  
And stop being scared, being scared  
Stop acting like you don't care  
  
So, don't waste another day  
Don't waste another minute  
I can't wait to see your face  
Just to show you how much I'm in it  
Open up your heart  
Help me understand  
Please tell me who you are  
So I could show you who I am  
  
So, don't waste another day  
Don't waste another minute  
I cannot wait to see your face  
Just to show you how much I'm in it  
Open up your heart  
Help me understand  
Please tell me who you are  
So I could show you who I am  
  
Who I am,  
Who I am,  
Who I am

"

Avril Lavigne,Take It,/a/avril+lavigne/take+it_20318256.html,"Just take it take it.  
Just take it take it.  
  
I know what you do,  
Flash me.  
The way it's done,  
Impolitely.  
Just tying to find,  
Some alone time.  
No room to compromise.  
  
Just take it take it.  
Can't take it take it.  
  
She sent your picture to a magazine,  
And baby's aren't true photography.  
Is that what you always wanted to be,  
Well I'd be worried for you.  
  
Sometimes,  
Gotta try,  
Run and hide,  
Get away from this.  
I'll get by,  
In this life,  
This time.  
  
Take your best shot,  
And press me.  
Write a fictional story,  
For your fee.  
Try to get the world,  
To believe.  
Shocking hell I surprise.  
  
Just take it take it.  
Can't just take it take it.  
  
She sent your picture to a magazine,  
And baby's aren't true photography.  
Is that what you always wanted to be,  
Well I'd be sorry for you.  
  
Sometimes,  
Gotta try,  
Run and hide,  
Get away from this.  
I'll get by,  
In this life,  
This time.  
  
You see me,  
I see you.  
You're over there.  
You see me,  
I see you.  
  
She sent your picture to a magazine,  
And baby's aren't true photography.  
Is that what you always wanted to be,  
Well I'd be sorry for you.  
  
Sometimes,  
Gotta try to,  
Run and hide,  
Get away from shit.  
Sometimes,  
Gotta try,  
Run and hide,  
Get away from this.

"

Avril Lavigne,Take Me Away,/a/avril+lavigne/take+me+away_10018160.html,"I cannot find a way  
To describe it  
It's there  
Inside  
  
All I do is hide  
I wish  
That it  
Would just go away  
  
What would  
You do?  
You do?  
If you knew  
What would you do?  
  
All the pain  
I thought I knew  
All these thoughts lead back to you  
Back to what  
  
Was never said  
Back and forth  
Inside my head  
I can't handle this confusion  
  
I'm unable  
Come and take me away  
  
I feel  
Like I  
Am alone  
All by  
  
Myself  
I need to get around this  
My words  
Are cold  
  
I don't want them to hurt you  
If I  
Show you  
I don't think you'd understand  
'Cause no one understands  
  
All the pain  
I thought I knew  
All these thoughts lead back to you  
Back to what  
  
Was never said  
Back and forth  
Inside my head  
I can't handle this confusion  
  
I'm unable  
Come and take me away  
  
I'm going nowhere  
On and on and  
I'm getting nowhere  
On and on and  
Take me away  
  
I'm going nowhere  
On and on and  
Up and on and  
Up and on  
  
All the pain  
I thought I knew  
All these thoughts lead back to you  
Back to what  
  
Was never said  
Back and forth  
Inside my head  
I can't handle this confusion  
  
I'm unable  
Come and take me away  
  
Take me away  
Break me away  
Take me away

"

Avril Lavigne,Take Me Away (Original),/a/avril+lavigne/take+me+away+original_20927666.html,"Don't say no to anything,  
Yes, yes, say yes to everything,  
Just find away, to get away (wanna run away?)  
Let's take off our clothes, and see if anybody notices  
Then run away, what d'you say?  
Have a little joy have a little faith, live life  
Have a little hope have a lot of fun  
  
[Chorus:]  
'Cause you, you, you never know what fate will throw,  
To make you stop,  
I, I, I'm gonna try  
To let this life  
Pick me up and take me away  
  
Run up to a stranger,  
Kiss and tell them that you love them,  
And then walk away,  
You made their day (at least you hope you did)  
Stand up in a restaurant,  
Start dancing on the table,  
Get kicked out for that behavior (oops I did it again)  
Have a little joy have a little faith, live life  
Have a little hope have a lot of fun  
  
[Chorus:]  
  
Don't you know that nothing equals nothing,  
Do anything, do everything, do something  
Open up your mouth and let your soul sing  
  
You, you, you never know what faith will throw,  
To make you stop  
  
[Guitar solo]  
  
You, you, you never know what fate will throw,  
To make you stop  
I'm gonna try,  
To let this life,  
Pick me up and take me away

"

Avril Lavigne,The Best Damn Thing,/a/avril+lavigne/the+best+damn+thing_20408933.html,"Let me hear you say: ""hey, hey, hey"" (Hey, hey, hey)  
All right, now let me hear you say: ""hey, hey, ho"" (Hey, hey, hey)  
  
I hate it when a guy doesn't get the door  
Even though I told him yesterday and the day before  
I hate it when a guy doesn't get the tab  
And I have to pull my money out, and that looks bad  
  
Where are the hopes, where are the dreams  
My Cinderella story scene?  
When do you think they'll finally see  
  
That you're not, not, not gonna get any better  
You won't, won't, won't, you won't get rid of me never  
Like it or not, even though she's a lot like me  
We're not the same  
  
[Chorus]  
And, yeah, yeah, yeah, I'm a lot to handle  
You don't know trouble, I'm a hell of a scandal  
Me, I'm a scene, I'm a drama queen  
I'm the best damn thing that your eyes have ever seen  
  
All right, all right  
Yeah  
  
I hate it when a guy doesn't understand  
Why a certain time of month I don't want to hold his hand  
I hate it when they go out, and we stay in  
And they come home smelling like their ex-girlfriend  
  
But I found my hopes, I found my dreams  
My Cinderella story scene  
Now everybody's gonna see  
  
That you're not, not, not gonna get any better  
You won't, won't, won't, you won't get rid of me never  
Like it or not, even though she's a lot like me  
We're not the same  
  
[Chorus]  
  
Give me an A, always give me what I want  
Give me a V, be very, very good to me  
R, are you gonna treat me right?  
I, I can put up a fight  
Give me an L, let me hear you scream loud (let me hear you scream loud)  
  
One, two, three, four  
  
Where are the hopes, where are the dreams  
My Cinderella story scene?  
When do you think they'll finally see  
  
That you're not, not, not gonna get any better  
You won't, won't, won't, you won't get rid of me never  
Like it or not, even though she's a lot like me  
We're not the same  
  
[Chorus]  
  
Let me hear you say: ""hey, hey, hey"" (Hey, hey, hey)  
All right, now let me hear you say: ""hey, hey, hey"" (Hey, hey, hey)  
  
(Hey, hey, hey)  
(Hey, hey, hey)  
(Hey, hey, hey)  
(Hey, hey, hey)  
  
I'm the best damn thing that your eyes have ever seen

"

Avril Lavigne,The Hockey Song,/a/avril+lavigne/the+hockey+song_20517877.html,"Hello out there, were on the air  
It's hockey night tonight!  
Tension grows,  
As the whistle blows,  
And the puck goes down the ice.  
The goalie jumps,  
And the players bump,  
And the fans all go insane.  
Someone roars:  
""Bobby Scores!""  
At the good old hockey game!  
  
[Chorus:]  
Oh!  
The good old hockey game!  
It's the best game you can name!  
And the best game you can name,  
Is the good old hockey game!  
  
Second Period.  
Players dash,  
With skates a-flash,  
The home team trails behind.  
But they grab the puck,  
And go bursting up,  
And they're down across the line.  
They storm the crease,  
Like bumblebees,  
They travel like a burning flame.  
See them slide the puck inside,  
It's a one one hockey game!  
  
[Chorus:]  
Oh!  
The good old hockey game!  
It's the best game you can name!  
And the best game you can name,  
Is the good old hockey game!  
  
Third Period.  
Last game in the play-offs too.  
Oh take me where, the hockey players,  
Face off down the rink,  
And the Stanley Cup,  
Is all filled up,  
For the champs who win the drink!  
Now the final flick,  
Of a hockey stick,  
And a one gigantic scream:  
""THE PUCK IS IN! THE HOME TEAM WINS!""  
At the good old hockey game  
  
(chorus- repeat 3 times)  
Oh!  
The good old hockey game!  
It's the best game you can name!  
And the best game you can name,  
Is the good old hockey game!

"

Avril Lavigne,The Other Guy,/a/avril+lavigne/the+other+guy_20517876.html,"[Verse:]  
I know I'll never have him  
But I'm there when you're not over his friend  
I listen when you come to me  
But 'cause of who he is you don't have the time to see  
  
I really feel the way you feel  
Just 'cause it's him don't mean it's not real  
Your always sayin' your love's true  
I listen but I can't say the same for you  
  
[Bridge:]  
What I offer's unreturned  
You don't have time to see me burn  
You've so far failed to see  
How much you're affecting me  
  
[Chorus:]  
When you think of him  
I'm thinkin' of the other guy  
I'm in love to  
He's constantly on my mind  
If you weren't shared by blood  
Then would you have the time  
I don't get to choose  
Who I dream of at night  
You tell me how you feel  
I feel the same way with the other guy  
So bad it's not real  
You can't make me cover it up, you know I really try  
You can see by my skin  
I shiver and shake and I follow him with my eyes  
I'm nervous and I know it's a sin  
But seein' him drives me wild inside  
  
[Verse 3:]  
If it was another  
Maybe not your brother  
Would it be ok to let him drive me wild?  
But then lookin' back  
You've always turned your back  
Would it be ok to listen to my smile?  
  
[Verse 4]  
Your convinced  
He's so unperfect  
But I'm convinced  
That it's worth it  
  
I listen to you goin on and on  
Bout how you and that boy got it on  
You don't have time to listen to me  
I'm in love but you can't see  
I don't have opinions you just talk  
But with me you tell me I'm stupid to feel what I feel  
I can't run away you only let me walk  
Come on now girl, you ain't bein' real

"

Avril Lavigne,The Punk Show,/a/avril+lavigne/the+punk+show_20517875.html,"Hanging out behind the club on the weekends  
Acting stupid, getting drunk with my best friends  
I couldn't wait for the summer and the Warped Tour  
I remember that it's the first time that I saw her there  
  
She's getting kicked out of school cause she's failing  
I'm kinda nervous, cause I think all her friends hate me  
She's the one, she'll always be there  
She took my hand and I made it I swear  
  
Chorus  
  
Because I fell in love with the girl at the rock show  
She said ""what?"" and I told her that I didn't know  
She's so cool, better sneak me through her window  
Everything's better when she's around  
I Can't wait until her parents go out of town  
Cause I fell in love with the girl at the rock show  
  
When we said we were gonna move to Las Vegas  
I remember the look her mother gave us  
17 without a purpose or direction  
We don't owe anyone a fuckin explanation  
  
(Repeat Chorus)  
  
Black and white picture of her on my wall  
I waited for her call, she always kept me waiting  
And if I ever got another chance I'd still ask her to dance  
Because she kept me waiting  
  
(Repeat Chorus)  
  
With the girl at the rock show  
With the girl at the rock show  
(I'll never forget tonight)  
With the girl at the punk show......

"

Avril Lavigne,The Scientist,/a/avril+lavigne/the+scientist_20899423.html,"Come up to meet you, tell you I'm sorry  
You don't know how lovely you are  
I had to find you, tell you I need you  
Tell you I set you apart  
  
Tell me your secrets and ask me your questions  
Oh, let's go back to the start  
Running in circles, coming up tails  
Heads on a science apart  
  
Nobody said it was easy  
It's such a shame for us to part  
Nobody said it was easy  
No one ever said it would be this hard  
Oh, take me back to the start  
  
I was just guessing at numbers and figures  
Pulling the puzzles apart  
Questions of science, science and progress  
Do not speak as loud as my heart  
  
But tell me you love me, come back and haunt me  
Oh and I rush to the start  
Running in circles, chasing our tails  
Coming back as we are  
  
Nobody said it was easy  
Oh, it's such a shame for us to part  
Nobody said it was easy  
No one ever said it would be so hard  
I'm going back to the start  
  
Oh ooh, ooh ooh ooh ooh  
Ah ooh, ooh ooh ooh ooh  
Oh ooh, ooh ooh ooh ooh  
Oh ooh, ooh ooh ooh ooh

"

Avril Lavigne,The Spongebob Squarepants Theme,/a/avril+lavigne/the+spongebob+squarepants+theme_20293359.html,"Are you ready kids?  
I said, ""Are you ready?""  
  
Who lives in a pineapple under the sea  
SpongeBob SquarePants  
Absorbent and yellow and porous is he  
SpongeBob SquarePants  
  
If nautical nonsense be something you wish  
SpongeBob SquarePants  
Then drop on the deck and flop like a fish  
SpongeBob SquarePants  
  
SpongeBob SquarePants  
SpongeBob SquarePants  
SpongeBob SquarePants  
SpongeBob SquarePants

"

Avril Lavigne,Tomorrow You Didn't,/a/avril+lavigne/tomorrow+you+didnt_20517872.html,"It's a forgone conclusion, you're love's an illusion  
And the picture is starting to fade  
Boy let's be honest, when it comes to your promise  
It's just a lot of empty words you say  
And the future's only gonna be more of the same  
You've only got yourself to blame  
  
[Chorus:]  
Tomorrow you didn't, yesterday you won't  
'Cause I know everything you say you gonna do you don't  
That's a given, it doesn't matter anyway  
Hey, I know what love wasn't, I know what love isn't  
So when you say you're gonna change you gotta be kidding  
Tomorrow you didn't,  
Hey hey, I'm outta here today  
  
I used to believe in, all your romantic dreaming  
But it really ain't that cute anymore  
'Cause my time's to precious  
So I wish you the best with  
Whatever it is you're looking for  
Baby this is all for your own good,  
I'm leaving 'cause I know you never would  
  
[Chorus:]  
  
I don't need a crystalball to see it all my dear,  
It doesn't matter what you say,  
It always turns out the same way  
Your predictions are fiction  
And it's tragically clear  
  
[Guitar solo]  
  
[Chorus:]  
  
(Dadada, Yea)

"

Avril Lavigne,Too Much To Ask,/a/avril+lavigne/too+much+to+ask_20010247.html,"It's the first time I ever felt this lonely  
I wish someone could cure this pain  
It's funny when you think its gonna work out  
'Til you chose weed over me, you're so lame  
  
I thought you were cool until the point  
But up until the point you didn't call me  
When you said you would  
I finally figured out you're all the same  
Always coming up with some kind of story  
  
Every time I try to make you smile  
You're always feeling sorry for yourself  
Every time I try to make you laugh  
You can't  
You're too tough  
You think you're loveless  
Is that too much that I'm asking for?  
  
I thought you'd come around when I ignored you  
So I thought you'd have the decency to change  
But babe, I guess you didn't take that warning  
'Cause I'm not about to look at your face again  
  
Can't you see that you lie to yourself  
You can't see the world through a mirror  
It won't be too late when the smoke clears  
'Cause I, I am still here  
  
But every time I try to make you smile  
You'd always grow up feeling sorry for yourself  
Every time I try to make you laugh  
You stand like a stone  
Alone in your zone  
Is it too much that I'm asking for?  
  
Yeah yeah yeah yeah  
Can't find where I am  
Lying here  
Alone I fear  
Afraid of the dark  
No one to claim  
Alone again  
  
Can't you see that you lie to yourself  
You can't see the world through a mirror  
It won't be too late when the smoke clears  
'Cause I, I am still here  
  
Every time I try to make you smile  
You're always feeling sorry for yourself  
Every time I try to make you laugh  
You can't  
You're too tough  
You think you're loveless  
It was too much that I asked you for

"

Avril Lavigne,Touch The Sky,/a/avril+lavigne/touch+the+sky_10018195.html,"Used to carry this big old world  
On my shoulders and back  
I used to lie inside my room  
Wondering where I am at  
  
I felt a chill running through my veins  
And wondered, would I be saved?  
I felt the ice building in my soul  
Would it melt away?  
  
He's a warm breeze  
Breathing life into me  
He's the sunlight  
Shining down on me  
  
I used to worry my life away  
Counting every dime  
Shutting out the ones I loved  
Never finding the time  
  
And then one day I was overcome  
By loneliness and despair  
And deep inside I thought I heard  
""Lean on me, I'm here""  
  
He's a warm breeze  
Breathing life into me  
He's the sunlight  
Shining down on me  
I pulled the burden from off my back  
And tossed it into the wind  
And stretched my arms toward the sky  
And let my life begin  
  
And like a tree, I have measured up  
Best when I've been cut down  
And like a tree, I can touch the sky  
With my feet on the ground  
  
He's a warm breeze  
Breathing life into me  
He's the sunlight  
Shining down on me  
  
He's a warm breeze  
Breathing life into me  
He's the sunlight  
Shining down on me, yeah  
Shining down on me  
Shining down, shining down  
Shining down on me

"

Avril Lavigne,Touchdown Boy,/a/avril+lavigne/touchdown+boy_20517871.html,"There's this one guy  
There's no one like him in all the world  
'Cause you can always see  
Those girls down on there knees  
  
In those dark sweaty rooms  
Planning out his thoughts  
He's waiting for just the right  
  
One by one as they  
Walk right through the door, they  
Keep on coming back  
Guess they just want more  
  
He has fun fun fun and you  
Might call him a whore, but  
Just look where he's at 'cause  
He is the one that scores  
  
I saw my friend there  
Out on the field today  
I asked him where he's going, he said  
""All the way,"" now  
  
One by one as they  
Walk right through the door, they  
Keep on coming back  
Guess they just want more  
  
He has fun fun fun and you  
Might call him a whore, but  
Just look where he's at 'cause  
He is the one that scores  
  
Go!

"

Avril Lavigne,Trust Me,/a/avril+lavigne/trust+me_20596409.html,"Be Around Trust my Being.  
Feel the pressure.  
I am alive  
Move around  
And take it real so trust me  
  
Chorus: Trust Me, Life Gets Hard Be Inside Live Your Life Feel The World Do
your dance trust Me or trust again Live forever count your steps do it along
push me out of the way.  
  
I am a human, just like you be with me and pull the pole. Live in our world
beneath our cares  
  
Chorus: Trust Me, Life Gets Hard Be Inside Live Your Life Feel The World Do
your dance trust Me or trust again Live forever count your steps do it along
push me out of the way.  
  
Feel it now.  
Live it now  
Feel it now  
Live it now  
Forever, forever  
Oh so  
  
Chorus: Trust Me, Life Gets Hard Be Inside Live Your Life Feel The World Do
your dance trust Me or trust again Live forever count your steps do it along
push me out of the way.  
  
Chorus: Trust Me, Life Gets Hard Be Inside Live Your Life Feel The World Do
your dance trust Me or trust again Live forever count your steps do it along
push me out of the way.  
  
I am alive  
And take it real so trust me

"

Avril Lavigne,Unsolved Mysteries,/a/avril+lavigne/unsolved+mysteries_20596407.html,"Am I dreaming?  
Or Stupid?  
I think I've been hit by cupid  
No one needs to know  
Right now.  
  
You are viewing lyrics of No One Needs To Know by avril lavigne from the album
unknown at Lyricsandsongs. Com  
  
I met a tall, dark and handsome man  
And I've been busy making big plans  
No one needs to know  
Right now.  
I got my heart set  
My feet wet  
But he don't even know it yet  
No one needs to know  
Right now.  
  
I'll tell him someday, someway, somehow  
But I'm gonna keep it a secret for now  
  
I want bells to ring  
The choir to sing  
A white dress that gets to keep the kinda hold on thing  
But no one needs to know  
Right now.  
  
I'll tell him, someday, someway, someway  
But I'm gonna keep it a secret for now.  
  
Gonna have a little girl  
A little boy  
A little engy we call Leroy  
But no one needs to know  
Right now.  
  
And I'm not lo-ohnly anymore at night  
And he don't kno-oh-only he can make it right  
And I'm not lo-ohnly anymore at night  
And he don't kno-oh-only he can make it right  
  
Am I dreaming?  
Or Stupid?  
But boy have I been hit by cupid.  
No one needs to know  
Right now.  
No one needs to know  
Right now  
No one needs to know right now

"

Avril Lavigne,Unwanted,/a/avril+lavigne/unwanted_10018132.html,"All that I did was walk over  
Start off by shaking your hands  
That's how it went  
I had a smile on my face and I sat up straight  
Oh, yeah, yeah  
I wanted to know you  
I wanted to show you  
  
[Chorus]  
You don't know me  
Don't ignore me  
You don't want me there  
You just shut me out  
You don't know me  
Don't ignore me  
If you had your way  
You'd just shut me up  
Make me go away  
  
No, I just don't understand why  
You won't talk to me  
It's hurts that I'm so unwanted for nothing  
Don't talk words against me  
I wanted to know you  
I wanted to show you  
  
[Chorus]  
  
Make me go away  
  
I tried to belong  
It didn't seem wrong  
My head aches  
Its been so long  
I'll write this song  
If that's what it take  
  
[Chorus: x2]  
  
Make me go away  
Make me go away

"

Avril Lavigne,Waggy,/a/avril+lavigne/waggy_20517869.html,"Watching your house shrink away in my rear-view mirror  
As I drive away  
Wishing that I could take back all those words  
That meant nothing that I didn't say  
  
I'm trying  
To be what you want me to be  
But it's so damn hard to keep playing the part  
Of the fool, week after week  
  
I think you need some time alone (I think you need some time alone)  
You say you want someone to call your own  
Open your eyes, you can suck in your pride  
You can live your life all on your own  
  
Is this all going to be just another time  
That we play this game?  
I've tried to convince you that things could be different  
But somehow they end up the same  
  
But what  
Did you expect from me? What am I supposed to do?  
You say that you're starting to feel like you're getting lost  
Well, I do, too  
  
I don't wanna live this lie again (I don't wanna live this lie again)  
I know I'll get it right but I don't know when  
I'll open my eyes, I've got something in side  
I'll just jack off in my room until then  
  
It's never over 'til it's done  
And I don't think that you're the one  
It's never over 'til it's done  
And I don't think that you're the one

"

Avril Lavigne,Waste Of Time,/a/avril+lavigne/waste+of+time_20517868.html,"Time is valuable  
Mine is useless  
Next to you i feel nothing  
Nothing makes me fear  
Im me and im strong  
I've a hard heart  
It naver breaks  
  
So,its waste of time attacking to me  
Ill never fall I'll never die  
I ask you if you love me  
And you always lie and lie  
  
Crime is so bad  
You are so mad  
You try to make me  
Exact like you baby  
You will naver do it  
You are fragile  
You will be broken

"

Avril Lavigne,What The Hell,/a/avril+lavigne/what+the+hell_20899124.html,"You say that I'm messing with your head  
Yeah yeah yeah yeah  
All cause I was making out with your friend  
Yeah yeah yeah yeah  
Love hurts whether it's right or wrong  
Yeah yeah yeah yeah  
I can't stop cause I'm having too much fun  
Yeah yeah yeah yeah  
  
You're on your knees  
Begging please  
Stay with me  
But honestly  
I just need to be a little crazy  
  
All my life I've been good,  
But now whoa, I'm thinking what the hell  
All I want is to mess around  
And I don't really care about  
If you love me  
If you hate me  
You can't save me  
Baby, baby  
All my life I've been good  
But now  
Whoa  
What the hell  
  
So what if I go out on a million dates  
Yeah yeah yeah yeah  
You never call or listen to me anyway  
Yeah yeah yeah yeah  
I'd rather rage than sit around and wait all day  
Yeah yeah yeah yeah  
Don't get me wrong  
I just need some time to play  
  
You're on your knees  
Begging please  
Stay with me  
But honestly  
I just need to be a little crazy  
  
All my life I've been good,  
But now  
I'm thinking what the hell  
All I want is to mess around  
And I don't really care about  
  
If you love me  
If you hate me  
You can't save me  
Baby, baby  
All my life I've been good  
But now  
Whoa  
What the hell  
  
La la la la la la la la  
Whoa whoa  
La la la la la la la la  
Whoa whoa  
  
You say that I'm messing with your head  
Boy, I like messing in your bed  
Yeah, I am messing with your head when  
I'm messing with you in bed  
  
All my life I've been good,  
But now oh  
I'm thinking what the hell  
All I want is to mess around  
And I don't really care about  
All my life I've been good,  
But now oh  
I'm thinking what the hell  
All I want is to mess around  
And I don't really care about  
If you love me  
If you hate me  
You can't save me  
Baby, baby  
All my life I've been good  
But now  
Whoa  
What the hell  
  
La la la la la  
La la la la la  
La la la la la  
La la

"

Avril Lavigne,Why,/a/avril+lavigne/why_10018189.html,"Why, do you always do this to me?  
Why, couldn't you just see through me?  
How come, you act like this  
Like you just don't care at all  
  
Do you expect me to believe I was the only one to fall?  
I could feel I could feel you near me, even though you're far away  
I could feel I could feel you baby, why  
  
It's not supposed to feel this way  
I need you, I need you  
More and more each day  
It's not supposed to hurt this way  
I need you, I need you, I need you  
Tell me, are you and me still together?  
Tell me, do you think we could last forever?  
Tell me, why  
  
Hey, listen to what we're not saying  
Let's play, a different game than what we're playing  
Try, to look at me and really see my heart  
  
Do you expect me to believe I'm gonna let us fall apart?  
I could feel I could feel you near me, even when you're far away  
I could feel I could feel you baby, why  
  
It's not supposed to feel this way  
I need you, I need you  
More and more each day  
It's not supposed to hurt this way  
I need you, I need you, I need you  
Tell me, are you and me still together?  
Tell me, you think we could last forever?  
Tell me, why  
  
So go and think about whatever you need to think about  
Go ahead and dream about whatever you need to dream about  
And come back to me when you know just how you feel, you feel  
I could feel I could feel you near me, even though you're far away  
I could feel I could feel you baby, why  
  
It's not supposed to hurt this way  
I need you, I need you  
More and more each day  
It's not supposed to hurt this way  
I need you, I need you, I need you  
Tell me  
  
It's not supposed to hurt this way  
I need you, I need you  
More and more each day  
It's not supposed to hurt this way  
I need you, I need you, I need you  
Tell me, are you and me still together?  
Tell me, do you think we could last forever?  
Tell me, why

"

Avril Lavigne,You Ain't Seen Nothin' Yet,/a/avril+lavigne/you+aint+seen+nothin+yet_21068159.html,"First glance, you nearly made my jaw drop  
First dance, and you were looking so hot  
How tense, I moved in for a lip-lock  
Don't stop baby, don't stop baby  
  
A first taste like honey, you were so yum  
Can't wait for a second 'cause it's so fun  
Third base, I'm headed for a homerun  
Don't stop baby, don't stop baby now  
  
Hold on tight to this rollercoaster ride  
And if you're loving this  
Just give me one more kiss  
'Cause you ain't seen nothing yet  
  
Just let go, if you don't, we'll never know  
So if you're loving this  
Just give me one more kiss  
'Cause you ain't seen nothing yet  
  
My place, you showed up with flowers  
Your face, could stare at it for hours  
Can't wait to see your superpowers  
Don't stop baby, don't stop baby  
  
Your car, I'm sitting right beside you  
Rockstar at everything that you do  
My heart is ready for the next move  
Don't stop baby, don't stop baby now  
  
Hold on tight to this rollercoaster ride  
And if you're loving this  
Just give me one more kiss  
'Cause you ain't seen nothing yet  
  
Just let go, if you don't, we'll never know  
So if you're loving this  
Just give me one more kiss  
'Cause you ain't seen nothing yet  
  
Yeah yeah, not yet  
Yeah yeah, not yet  
Yeah yeah, not yet  
'Cause you ain't seen nothing yet  
  
Hold on tight to this rollercoaster ride  
And if you're loving this  
Just give me one more kiss  
'Cause you ain't seen nothing yet  
  
Just let go, if you don't, we'll never know  
So if you're loving this  
Just give me one more kiss  
'Cause you ain't seen nothing yet  
  
Yeah yeah, not yet  
Yeah yeah, not yet  
Yeah yeah, not yet  
'Cause you ain't seen nothing yet

"

Avril Lavigne,You Never Satisfy Me,/a/avril+lavigne/you+never+satisfy+me_20517867.html,"Excuse me sir, do I have your attention,  
There's something if you don't mind I'd like to mention,  
So open those ears, sit your butt down and shut your mouth up  
I'm aware that it's hard for you to do that,  
All I ask is lay down, put your feet up  
Now soak in, pay attention, learn a lesson loud and clear  
  
[Chorus:]  
Hey, you're a dirty liar,  
You wronged me out for something I thought was right,  
I wanted to be left alone,  
Not shown around like your golden prize  
Oh, I looked around,  
Look what happened, you found out  
You never satisfy me  
  
Never trusted anyone in the first place,  
You turned me up, your disgusting anyway  
Hear that music, crank it up,  
Is there something familiar in the singer's voice  
Turn it down, now listen to me,  
What made you think you were my authority  
I'm awake, finally now I'm able to move on (just gotta tell the truth)  
  
[Chorus:]  
  
Now do these words stick to you, hope they do  
Think about it, think about it  
Stick to you like superglue, keep you from the things you do  
  
[Guitar solo]  
  
[Chorus 2x]

"

Backstreet Boys,"10,000 Promises",/b/backstreet+boys/10000+promises_20011530.html,"Once we were lovers just lovers we were  
Oh, what a life  
Once we were dreamers just dreamers we were  
Oh, you and I  
Now I see you're just somebody who wastes all my time and money  
What a lie, you and I  
  
[Chorus]  
What about your  
